Warning: Please do not click on thumbs up/down when you try these examples with any models' web interface otherwise the data will be used for training future versions of those models                                                                                                                                ,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
id,split,question,effective_year,next_review,false_premise,num_hops,fact_type,source,answer_0,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,note
133,TEST,Who is the current German chancellor?,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Chancellor_of_Germany#:~:text=Incumbent%0AOlaf%20Scholz,Olaf Scholz,,,,,,,,,,
134,TEST,How many seats are there in the German Bundestag?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Bundestag#:~:text=Structure-,Seats,736,-%5B1%5D",736,,,,,,,,,,
135,TEST,What is the best-selling video game franchise of all time?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_best-selling_video_game_franchises#At_least_200_million_copies:~:text=Sales-,Mario,-July%209%2C%201981
https://en.wikipedia.org/wiki/Mario_(franchise)#:~:text=It%20is%20the%20best%2Dselling%20video%20game%20franchise%20of%20all%20time",Mario,,,,,,,,,,
136,TEST,What U.S. state has the highest gross domestic product?,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_U.S._states_and_territories_by_GDP#:~:text=The%20three%20U.S.%20states%20with%20the%20highest%20GDPs%20were%20California%20(%243.6%20trillion)%2C%20Texas%20(%242.356%20trillion)%2C%20and%20New%20York%20(%242.053%20trillion).,California,,,,,,,,,,
137,TEST,How many English translations of Les Miserables are there?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://welovetranslations.com/2021/07/29/whats-the-best-translation-of-les-miserables/#:~:text=There%20are%20eight%20English%20translations%20of%20Les%20Miserables%2C%20shown%20below%20in%20chronological%20order.
https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables#English_translations:~:text=Europe%20and%20abroad.-,English%20translations,-Charles%20E.%20Wilbour",8,eight,,,,,,,,,
138,TEST,How many books has Shoshana Zuboff published?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Shoshana_Zuboff#Books:~:text=Facebook.%5B22%5D-,Books,-%5Bedit%5D",3,three,,,,,,,,,
139,TEST,Who holds the world's record for fastest rap in a number one single?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://www.guinnessworldrecords.com/world-records/620871-fastest-rap-in-a-no-1-single#:~:text=Who,EMINEM",Eminem,,,,,,,,,,
140,TEST,How many core faculty are there in the UMass NLP lab?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://nlp.cs.umass.edu/members/#:~:text=multidisciplinary%20affiliates.-,Faculty,-Laure%20Thompson%0A%20%20%0ACultural",4,four,,,,,,,,,
141,TEST,How many member nations exist in the United Nations?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://www.worldometers.info/united-nations/#:~:text=Countries%20in%20the%20UN%3A,193
https://en.wikipedia.org/wiki/Member_states_of_the_United_Nations#:~:text=The%20member%20states%20of%20the%20United%20Nations%20comprise%20193%20sovereign%20states.",193,193 members,193 member states,193 sovereign states,,,,,,,
142,TEST,Who is the current Prime Minister of Japan?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Prime_Minister_of_Japan#:~:text=Fumio%20Kishida%20is%20the%20current%20prime%20minister%20of%20Japan
https://en.wikipedia.org/wiki/List_of_prime_ministers_of_Japan#List_of_prime_ministers:~:text=Fumio%20Kishida%0A%E5%B2%B8%E7%94%B0,Incumbent",Fumio Kishida,Kishida,,,,,,,,,
143,TEST,Which is the oldest still-running university in the world?,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_oldest_universities_in_continuous_operation#:~:text=The%20University%20of%20Bologna%20in%20Bologna%2C%20Italy%2C%20where%20teaching%20began%20around%201088%20and%20which%20was%20organised%20into%20a%20university%20in%20the%20late%20twelfth%20century%2C%20is%20the%20world%27s%20oldest%20university%20in%20continuous%20operation,University of Bologna ,,,,,,,,,,
144,TEST,What is the best-selling jazz album of all time?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://www.newsweek.com/how-kind-blue-became-best-selling-jazz-album-ever-77791#:~:text=How%20%27Kind%20of%20Blue%27%20became%20the%20best%2Dselling%20jazz%20album%20ever
https://bestofjazz.org/what-is-the-best-selling-jazz-album-of-all-time/#:~:text=The%20best%2Dselling%20jazz%20instrumental%20album%20of%20all%20time%20is%C2%A0Kind%20of%20Blue%C2%A0by%20Miles%20Davis",Kind of Blue,,,,,,,,,,
145,TEST,Who holds record for highest goals scored in international football for Malaysia?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_men%27s_footballers_with_50_or_more_international_goals#:~:text=%5B42%5D-,5,%C2%A0Malaysia,-AFC",Mokhtar Dahari,Dahari,Datuk Mohd Mokhtar Dahari,,,,,,,,
146,TEST,How many games are there in the Ace Attorney main series? ,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Ace_Attorney#:~:text=The%20series%20currently%20consists%20of,games%20and%20five%20spin%2Doffs.",6,six,,,,,,,,,
147,TEST,Where is Tesla's headquarters?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Tesla,_Inc.#:~:text=Gigafactory%20Texas%2C%20Austin%2C%20Texas%2C%20U.S.","Austin, TX",Austin,,,,,,,,,
148,TEST,The longest unbeaten streak of all time in the Premier League is how many matches?,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Premier_League_records_and_statistics#:~:text=Most%20consecutive%20matches%20undefeated%3A%2049%2C%20Arsenal%20(7%20May%202003%20%E2%80%93%2024%20October%202004),49,forty nine,forty-nine,49 matches,49 matches by Arsenal FC,,,,,,
149,TEST,Which language has the third largest population by total number of speakers?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_languages_by_total_number_of_speakers#Ethnologue_(2022,_25th_edition):~:text=1.138%20billion-,Hindi,-(excl.%20Urdu",Hindi,,,,,,,,,,
150,TEST,What is the name of the worldwide highest grossing Bollywood movie?,before 2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_highest-grossing_Indian_films#Highest-grossing_films,Dangal,,,,,,,,,,
151,TEST,Which is the second largest language edition of Wikipedia according to article count?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Wikipedia#Language_editions:~:text=English%206%2C775%2C240-,Cebuano,-6%2C121%2C891",Cebuano,,,,,,,,,,
152,TEST,Which K-Pop artist has the most followers on Instagram?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_most-followed_Instagram_accounts#:~:text=%40lalalalisa_m,Lisa",Lisa from BLACKPINK,,,,,,,,,,
153,TEST,Can women attend universities in Afghanistan?,before 2022,occasionally,FALSE,one-hop,slow-changing,"https://www.unesco.org/en/articles/let-girls-and-women-afghanistan-learn#:~:text=This%20devastating%20decision%20threatens%20to,and%20women's%20access%20to%20education.",No,,,,,,,,,,
154,TEST,What is the most populous city in Chile?,before 2022,N/A,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Santiago#:~:text=Santiago%20(/,Chile%27s%20total%20population.",Santiago,Santiago de Chile,"Santiago, Chile",,,,,,,,
155,TEST,What was the shortest war in history?,before 2022,hardly_ever,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Anglo-Zanzibar_War#:~:text=The%20Anglo%2DZanzibar%20War%20was%20a%20military%20conflict%20fought%20between%20the%20United%20Kingdom%20and%20the%20Sultanate%20of%20Zanzibar%20on%2027%20August%201896.%20The%20conflict%20lasted%20between%2038%20and%2045%20minutes%2C%20marking%20it%20as%20the%20shortest%20recorded%20war%20in%20history.,Anglo-Zanzibar War,,,,,,,,,,
156,TEST,What month and year did Bitcoin reach its peak value?,before 2022,frequently,FALSE,one-hop,slow-changing,https://www.google.com/finance/quote/BTC-USD?hl=en&window=5Y,November 2021,Nov 2021,11/2021,,,,,,,,
157,TEST,Who is the President of the United States?,before 2022,01/20/2025,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/President_of_the_United_States#:~:text=Presidential%20flag-,Incumbent%0AJoe%20Biden,-since%C2%A0January%2020",Joe Biden,Joseph Robinette Biden Jr,,,,,,,,,
158,TEST,Where were the Summer Olympics held most recently?,before 2022,07/26/2024,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Summer_Olympic_Games#List_of_Summer_Olympic_Games:~:text=2020%5B82%5D,8%20August%202021","Tokyo, Japan",,,,,,,,,,
159,TEST,In which year was the last UEFA European Championship was held?,before 2022,06/14/2024,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/UEFA_Euro_2020#:~:text=11%20June%20%E2%80%93%2011%20July%202021,2021,,,,,,,,,,
160,TEST,Who is the most recent player to win both the PDC World Youth Championship and the PDC World Darts Championship?,2024,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Luke_Humphries#:~:text=Luke%20Humphries%20(born,World%20Youth%20Championship",Luke Humphries,,,,,,,,,,
161,TEST,How many asteroids have been discovered before impacting Earth?,2024,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Asteroid_impact_prediction#List_of_successfully_predicted_asteroid_impacts,8,eight,,,,,,,,,
162,TEST,When is the next leap year?,2024,01/01/2028,FALSE,one-hop,slow-changing,https://www.cbsnews.com/news/2024-leap-year-status-meaning/#:~:text=After%20that%2C%20expect%20leap%20years%20in%202028,2028,,,,,,,,,,
163,TEST,Will there be a total solar eclipse in the continental US this year?,2024,01/01/2025,FALSE,one-hop,slow-changing,https://eclipse.aas.org/eclipse-america-2023-2024#:~:text=another%20total%20solar%20eclipse%20is%20coming%20to%20North%20America%20on%20April%208%2C%202024,Yes,,,,,,,,,,
164,TEST,When did Mark Cuban sell the Mavericks?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Mark_Cuban#cite_note-105:~:text=On%20November%2028,and%20Dumont%20families.
https://en.wikipedia.org/wiki/Dallas_Mavericks#:~:text=Ownership,6%5D%5B7%5D","On December 27, 2023, the NBA approved a major sale of the Dallas Mavericks from Mark Cuban to Miriam Adelson, giving Adelson and her family the majority stake in the franchise, in a deal estimated at roughly $3.5 billion.","Dec 27, 2023","December 27, 2023",27 Dec 2023,27 December 2023,12/27/2023,12-27-2023,27/12/2023,27-12-2023,2023/12/27,
165,TEST,How many food allergens with mandatory labeling are there in the United States?,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Food_allergy#Regulation_of_labelling,9,nine,,,,,,,,,
166,TEST,Who is the X Corp.'s CEO?,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/X_Corp.#:~:text=Linda%20Yaccarino%20(CEO),Linda Yaccarino,,,,,,,,,,
167,TEST,Who has the most followers on Twitter?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_most-followed_Twitter_accounts#:~:text=Country-,1,Elon%20Musk,-170",Elon Musk,Elon Reeve Musk,,,,,,,,,
168,TEST,What's the largest stadium by capacity in the world?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_stadiums_by_capacity#Capacity_of_100,000_or_more:~:text=Narendra%20Modi%20Stadium,2%5D%5B3%5D",Narendra Modi Stadium,,,,,,,,,,
169,TEST,How many children does Elon Musk have?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Elon_Musk#cite_note-3:~:text=Children,a%5D%5B4%5D",11 (one child is deceased),eleven (one child is deceased),10,ten,,,,,,,
170,TEST,How many seasons of the Mandalorian have been released?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/The_Mandalorian#:~:text=No.%20of%20seasons-,3,-No.%20of",3,three,,,,,,,,,
171,TEST,Who is the chancellor of UMass Amherst?,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_chancellors_of_the_University_of_Massachusetts_Amherst#:~:text=Javier%20Reyes%20(2023%E2%80%93present),Javier Reyes,,,,,,,,,,
172,TEST,Who is the U.S. representative for New York's 12th congressional district?,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/New_York%27s_12th_congressional_district#:~:text=As%20of%202023%2C%20it%20is%20represented%20by%20Democrat%20Jerry%20Nadler,Jerry Nadler,Jerrold Lewis Nadler,Democrat Jerry Nadler,,,,,,,,
173,TEST,What is the most recently released Studio Ghibli film?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_Studio_Ghibli_works#FeThe%20Boy%20and%20the%20Heronture_films:~:text=92%25%5B22%5D-,2023,The%20Boy%20and%20the%20Heron,-Hayao%20Miyazaki",The Boy and the Heron,,,,,,,,,,
174,TEST,How many LA metro rail stations are there?,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/List_of_Los_Angeles_Metro_Rail_stations#:~:text=The%20system%20includes%20101%20metro%20stations,101,,,,,,,,,,
175,TEST,What is Cristiano Ronaldo's current club?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Cristiano_Ronaldo#:~:text=Current%20team,Al%20Nassr",Al Nassr,Al Nassr FC,,,,,,,,,
176,TEST,Who is the highest-paid athlete in the world?,2023,occasionally,FALSE,one-hop,slow-changing,https://www.necn.com/news/sports/who-are-the-highest-paid-athletes-in-the-world/2885697/#:~:text=Cristiano%20Ronaldo%20%E2%80%93%20%24136%20million,Cristiano Ronaldo,,,,,,,,,,
177,TEST,Which country is currently at the top rank at the FIBA Men's World Ranking?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/FIBA_Men%27s_World_Ranking#:~:text=Points-,1,%C2%A0United%20States,-786.6",United States,,,,,,,,,,
178,TEST,What is Croatia's current national currency?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Croatia#:~:text=Currency,)%20(EUR)",Euro,,,,,,,,,,
179,TEST,How many member states are there in the Eurozone?,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Eurozone#:~:text=a%20currency%20union%20of%2020%C2%A0member%20states,20,twenty,,,,,,,,,
180,TEST,Who is the current leader of al-Qaeda?,2023,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Al-Qaeda#:~:text=Saif%20al%2DAdel%0A(de%20facto%3B%202022%E2%80%93present),Saif al-Adel,,,,,,,,,,
181,TEST,How many properties are there in the latest list of World Heritage in danger?,2023,occasionally,FALSE,one-hop,slow-changing,https://whc.unesco.org/en/danger/#:~:text=The%2056%20properties%20which%20the%20World%20Heritage%20Committee%20has%20decided%20to%20include%20on%20the%20List%20of%20World%20Heritage%20in%20danger%20in%20accordance%20with%20Article%C2%A011%C2%A0(4)%20of%20the%20Convention.,56,,,,,,,,,,
182,TEST,What country became the latest country to adopt the Euro?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Eurozone#Eurozone:~:text=Luxembourg-,Croatia,2023%5B19%5D,-4%2C036%2C355",Croatia,,,,,,,,,,
183,TEST,Tom Brady holds the NFL's single-season record for completions by successfully throwing how many passes?,2023,occasionally,FALSE,one-hop,slow-changing,"https://www.pro-football-reference.com/leaders/pass_cmp_single_season.htm#:~:text=Brady%20(45)-,490,-2022",490,,,,,,,,,,
184,TEST,How many vehicle models does Tesla offer?,2023,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Tesla,_Inc.#Automotive_products:~:text=As%20of%20November%C2%A02023%2C%20Tesla%20offers%20six%20vehicle%20models%3A%20Model%20S%2C%20Model%20X%2C%20Model%203%2C%20Model%20Y%2C%20Tesla%20Semi%2C%20and%20Cybertruck.",6,six,six vehicle models,,,,,,,,
185,TEST,What's the latest major version of the .NET?,2023,11/01/2024,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/.NET#:~:text=.NET%208,November%2014%2C%202023",.NET 8,,,,,,,,,,
186,TEST,Which country is the most recent member state of the Schengen Area?,2023,03/31/2024,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Schengen_Area#Current_members:~:text=1995%5B27%5D-,Croatia,-56%2C594",Croatia,,,,,,,,,,
187,TEST,What is Greg Egan's latest novel?,2023,03/2024,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Greg_Egan#Novels:~:text=%5Bedit%5D-,Novels,-%5Bedit%5D",Scale,,,,,,,,,,
188,TEST,Which country won the latest World Pastry Cup?,2023,2025,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/World_Pastry_Cup#:~:text=%C2%A0%3A%20Moe%20Takahashi%2C%20Naritoshi%20Suzuka%20and%20Yusaku%20Shibata,Japan,,,,,,,,,,
189,TEST,What is the largest lottery jackpot for a single ticket in history?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Lottery_jackpot_records#:~:text=Notes-,1,not%20take%20place%20until%20the%20morning%20of%20November%208.%5B7%5D,-2",$2.04 billion Powerball jackpot,$2.04 billion,,,,,,,,,
190,TEST,What is the title of Taylor Swift's most recent studio album?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Taylor_Swift_albums_discography#Studio_albums:~:text=Platinum%5B87%5D-,Midnights,Released%3A%20October%2021%2C%202022,-Label%3A%20Republic",Midnights,,,,,,,,,,
191,TEST,How many World Series titles have the Houston Astros won?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Houston_Astros#:~:text=World%20Series%20titles,20172022",two,2,,,,,,,,,
192,TEST,Who is the most recent former Prime Minister of the United Kingdom?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_prime_ministers_of_the_United_Kingdom#Prime_ministers:~:text=Johnson%20II-,Liz%20Truss,-%5B97%5D%0AMP",Liz Truss,Mary Elizabeth Truss,Elizabeth Truss,,,,,,,,
193,TEST,Which country recently had many people killed and injured in a crowd crush during Halloween festivities?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_fatal_crowd_crushes#21st_century:~:text=159,the%20159th%20victim.",South Korea,,,,,,,,,,
194,TEST,Which famous soccer player of Brazil passed away recently?,2022,occasionally,FALSE,one-hop,slow-changing,https://www.cnbc.com/2022/12/29/pel-brazilian-soccer-star-dies-at-age-82.html#:~:text=Pel%C3%A9%2C%20the%20Brazilian%20soccer%20icon%20who%20brought%20the%20World%20Cup%20trophy%20to%20his%20home%20country%20three%20times%2C%20becoming%20an%20international%20superstar%20and%20the%20highest%2Dpaid%20team%20athlete%20in%20the%20world%20at%20the%20time%2C%20has%20died.%20He%20was%2082.,Pelé,Pele,Edson Arantes do Nascimento,,,,,,,,
195,TEST,What is the name of the most recent episode of The Lord of the Rings: The Rings of Power?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Rings_of_Power#:~:text=October%C2%A07%2C%C2%A02022-,8,October%C2%A014%2C%C2%A02022,-Season%202%5B",Alloyed,,,,,,,,,,
196,TEST,What is Amazon Prime Video's most watched premiere ever?,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/The_Lord_of_the_Rings:_The_Rings_of_Power#:~:text=Amazon%20said%20the%20season%20was%20the%20most%2Dwatched%20of%20any%20Prime%20Video%20original%20series,The Lord of the Rings: The Rings of Power,The Rings of Power,,,,,,,,,
197,TEST,What is the name of NASA's new telescope that allows us to see deeper into space than ever before?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_space_telescopes#Infrared_and_submillimetre:~:text=James%20Webb%20Space,ESA/CSA",The James Webb Space Telescope,The Webb Telescope,James Webb Space Telescope,Webb Telescope,,,,,,,
198,TEST,Who is the current Prime Minister of the United Kingdom?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_prime_ministers_of_the_United_Kingdom#Prime_ministers:~:text=r.%E2%80%892022%E2%80%93present-,Rishi%20Sunak,-%5B98%5D%0AMP",Rishi Sunak,Sunak,,,,,,,,,
199,TEST,Who is the most recent woman to become President of Peru?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_presidents_of_Peru#:~:text=Dina%20Boluarte%0A(born,Incumbent",Dina Boluarte,Dina Ercilia Boluarte Zegarra,,,,,,,,,
200,TEST,What is the most recent outbreak declared as a public health emergency of international concern by WHO?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Public_health_emergency_of_international_concern#Declarations:~:text=.%5B75%5D-,Mpox%20(2022%E2%80%932023),-%5Bedit%5D",Monkeypox,monkeypox outbreak,,,,,,,,,
201,TEST,What country recently invaded Ukraine?,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Russian_invasion_of_Ukraine#:~:text=On%2024%20February%202022%2C%20Russia%20invaded%20Ukraine%20in%20an%20escalation%20of%20the%20Russo%2DUkrainian%20War%20that%20started%20in%202014.,Russia,,,,,,,,,,
202,TEST,Who did Magnus Carlsen recently accuse of cheating in chess?,2022,occasionally,FALSE,one-hop,slow-changing,https://www.cbsnews.com/news/magnus-carlsen-quit-against-hans-niemann-over-chess-cheating-scandal-i-believe-that-niemann-has-cheated-more/#:~:text=Norwegian%20world%20chess%20champion%20Magnus%20Carlsen%C2%A0has%20confirmed%20that%20he%20pulled%20out%20of%20a%20recent%20tournament%20and%20quit%20during%20a%20match%20against%20Hans%20Niemann%20because%20he%20believes%20the%2019%2Dyear%2Dold%20American%20has%20been%20cheating.,Hans Niemann,Hans Moke Niemann,grandmaster Hans Moke Niemann,,,,,,,,
203,TEST,Who is the English monarch?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Charles_III#:~:text=Charles%20III%20(Charles%20Philip%20Arthur%20George%3B%20born%2014%20November%201948)%20is%20King%20of%20the%20United%20Kingdom
https://en.wikipedia.org/wiki/List_of_British_monarchs#:~:text=Charles%20III%5B18%5D%0ACharles%20Philip%20Arthur%20George%0A8%20September%202022%5B17%5D%5Br%5D%0A%E2%80%94%0Apresent",King Charles III,Charles III,,,,,,,,,
204,TEST,What club does Lewandowski play for?,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Robert_Lewandowski#:~:text=plays%20as%20a%20striker%20for%20La%20Liga%20club%20Barcelona,Barcelona,FC Barcelona,La Liga club Barcelona,,,,,,,,
205,TEST,Who was the last person to buy Twitter?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Acquisition_of_Twitter_by_Elon_Musk#:~:text=Business%20magnate%20Elon%20Musk%20initiated%20an%20acquisition%20of%20American%20social%20media%20company%20Twitter%2C%20Inc.%20on%20April%2014%2C%202022%2C%20and%20concluded%20it%20on%20October%2027%2C%202022.
https://en.wikipedia.org/wiki/Twitter#Statistics:~:text=Owner,(2023%E2%80%93present)",Elon Musk,Elon Reeve Musk FRS,,,,,,,,,
206,TEST,How much does Costco Executive membership cost annually?,2022,occasionally,FALSE,one-hop,slow-changing,https://customerservice.costco.com/app/answers/answer_view/a_id/857#:~:text=%24120.00%20Annual%20membership%20fee,$120,$120.00 Annual,120 USD,$120 per year,$120 a year,,,,,,
207,TEST,What company recently invented a way to speed up matrix multiplication via AI?,2022,occasionally,FALSE,one-hop,slow-changing,https://www.deepmind.com/blog/discovering-novel-algorithms-with-alphatensor#:~:text=Discovering%20novel%20algorithms%20with%20AlphaTensor,Google Deepmind,Google,,,,,,,,,
208,TEST,Who is the LA county sheriff?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_Los_Angeles_County_sheriffs#:~:text=34-,Robert%20Luna,Incumbent,-*%20Appointed%20to%20fill",Robert Luna,Robert G. Luna,Sheriff Robert Luna,Sheriff Robert G. Luna,,,,,,,
209,TEST,Who won the biggest single-tournament payday in tennis history?,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/ATP_Finals#:~:text=By%20winning%20the%202022%20title%2C%20Djokovic%20earned%20a%20record%20%244%2C740%2C300%2C%20the%20highest%20payout%20for%20a%20tournament%20winner%20in%20tennis.,Novak Djokovic,,,,,,,,,,
210,TEST,How many Women's Rugby World Cup titles has New Zealand won?,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Rugby_World_Cup_(women)#:~:text=with%20New%20Zealand%20having%20won%20the%20tournament%20a%20record%20six%20times,six,,,,,,,,,,
211,TEST,How many total Nazca geoglyphs have been discovered so far?,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Nazca_Lines#:~:text=The%20number%20of%20known%20Nazca%20geoglyphs%20amounted%20to%20358%20in%202022.,358,,,,,,,,,,
212,TEST,What is the most expensive page of a comic book ever sold at auction?,2022,occasionally,FALSE,one-hop,slow-changing,https://en.wikipedia.org/wiki/Comic_book_collecting#Related_collecting:~:text=A%20Mike%20Zeck%20original%20page%20of%20the%201984%20Marvel%20Superheroes%20Secret%20Wars%2C%20showing%20Spider%2DMan%20wearing%20his%20black%20suit%20for%20the%20first%20time%2C%20was%20sold%20by%20Heritage%20Auctions%20in%20January%202022%20for%20over%20%243%20million.%20As%20of%202022%2C%20it%20is%20the%20most%20expensive%20page%20of%20a%20comic%20book%20ever%20sold.,"Original artwork of Spider-Man in a black suit, by Mike Zeck",,,,,,,,,,
213,TEST,What is the name of the world's fastest supercomputer?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/TOP500#TOP_500:~:text=Operating%0Asystem-,1,Frontier,-HPE%20Cray%20EX235a",Frontier,,,,,,,,,,
214,TEST,Where was the world's oldest DNA found?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Ancient_DNA#:~:text=and%20excavation%20dirt.-,On%207%20December%202022%2C%20The%20New%20York%20Times%20reported%20that%20two%2Dmillion%20year%20old%20genetic%20material%20was%20found%20in%20Greenland%2C%20and%20is%20currently%20considered%20the%20oldest%20DNA%20discovered%20so%20far.,-%5B7%5D%5B8",Greenland,,,,,,,,,,
215,TEST,On what date did Kendrick Lamar release his most recent studio album?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/Kendrick_Lamar_discography#Studio_albums:~:text=Platinum%5B39%5D-,Mr.%20Morale%20%26%20the%20Big%20Steppers,Released%3A%20May%2013%2C%202022,-Label%3A%20PGLang","May 13, 2022","May 13, 2022","May 13, 2022",13 May 2022,13 May 2022,05/13/2022,13/05/2022,13-05-2022,2022/05/13,2022/05/13,
216,TEST,What was the Weeknd's last studio album titled?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/The_Weeknd#Discography:~:text=Hours%20(2020)-,Dawn%20FM%20(2022),-Filmography",Dawn FM,,,,,,,,,,
217,TEST,Which team holds the record for largest deficit overcome to win an NFL game?,2022,occasionally,FALSE,one-hop,slow-changing,"https://en.wikipedia.org/wiki/List_of_largest_comebacks_in_NFL_games#Largest_deficits_overcome_to_win:~:text=Ref-,1,Minnesota%20Vikings,-Indianapolis%20Colts",Minnesota Vikings,,,,,,,,,,
